Date,Time,Temperature(°C),Interval(in minutes)
2025-07-14,17:07:35,-,30 sec
2025-07-14,17:08:23,-,30 sec
14-07-2025,17:08:23,28.7,0.5
14-07-2025,17:08:53,28.8,0.5
